ComputerTime,AIN0,FIO0,FIO2
1686855637080,1.81312,1,0
1686855637080,1.81383,1,0
1686855637080,1.81375,1,0
1686855637080,1.81351,1,0
1686855637080,1.81336,1,0
1686855637080,1.81383,1,0
1686855637080,1.81304,1,0
1686855637080,1.81312,1,0
1686855637080,1.81122,1,0
1686855637080,1.81359,1,0
1686855637080,1.81272,1,0
1686855637080,1.81272,1,0
1686855637080,1.81336,1,0
1686855637080,1.81343,1,0
1686855637080,1.8132,1,0
1686855637080,1.81225,1,0
1686855637080,1.81225,1,0
1686855637080,1.81067,1,0
1686855637080,1.81367,1,0
1686855637080,1.81249,1,0
1686855637080,1.81304,1,0
1686855637080,1.81359,1,0
1686855637080,1.81233,1,0
1686855637080,1.81233,1,0
1686855637080,1.81186,1,0
1686855637080,1.81336,1,0
1686855637080,1.81178,1,0
1686855637080,1.81328,1,0
1686855637080,1.81328,1,0
1686855637080,1.81272,1,0
1686855637080,1.81257,1,0
1686855637080,1.81343,1,0
1686855637080,1.81383,1,0
1686855637080,1.81415,1,1
1686855637080,1.81383,1,1
1686855637080,1.81193,1,0
1686855637080,1.81351,1,0
1686855637080,1.81304,1,0
1686855637080,1.81304,1,0
1686855637080,1.81296,1,0
1686855637080,1.81351,1,0
1686855637080,1.81296,1,0
1686855637080,1.81201,1,0
1686855637080,1.8132,1,0
1686855637080,1.81217,1,0
1686855637080,1.81241,1,0
1686855637080,1.81359,1,0
1686855637080,1.81359,1,0
1686855637080,1.81257,1,0
1686855637080,1.81233,1,0
1686855637080,1.81312,1,0
1686855637080,1.81225,1,0
1686855637080,1.81265,1,0
1686855637080,1.81114,1,0
1686855637080,1.81249,1,0
1686855637080,1.81233,1,0
1686855637080,1.81296,1,0
1686855637080,1.8132,1,0
1686855637080,1.8128,1,0
1686855637080,1.81257,1,0
1686855637080,1.81233,1,0
1686855637080,1.81328,1,0
1686855637080,1.8113,1,0
1686855637080,1.81288,1,0
1686855637080,1.81351,1,0
1686855637080,1.81249,1,0
1686855637080,1.81193,1,0
1686855637080,1.81193,1,0
1686855637080,1.81225,1,0
1686855637080,1.81233,1,0
1686855637080,1.81186,1,0
1686855637080,1.81012,1,0
1686855637080,1.8113,1,0
1686855637080,1.81059,1,0
1686855637080,1.81051,1,0
1686855637080,1.81186,1,0
1686855637080,1.81178,1,0
1686855637080,1.81178,1,0
1686855637080,1.81107,1,0
1686855637080,1.81059,1,0
1686855637080,1.81193,1,0
1686855637080,1.8128,1,0
1686855637080,1.81122,1,0
1686855637080,1.81067,1,0
1686855637080,1.81201,1,0
1686855637080,1.81193,1,0
1686855637080,1.81114,1,0
1686855637080,1.81257,1,1
1686855637080,1.81083,1,0
1686855637080,1.81122,1,1
1686855637080,1.81225,1,0
1686855637080,1.81146,1,0
1686855637080,1.8113,1,0
1686855637080,1.81091,1,0
1686855637080,1.81178,1,0
1686855637080,1.81209,1,0
1686855637080,1.81099,1,0
1686855637080,1.81209,1,0
1686855637080,1.80901,1,0
1686855637080,1.81178,1,0
1686855637080,1.81209,1,0
1686855637080,1.81138,1,0
1686855637080,1.81122,1,0
1686855637080,1.81201,1,0
1686855637080,1.81091,1,0
1686855637080,1.81075,1,0
1686855637080,1.81146,1,0
1686855637080,1.80917,1,0
1686855637080,1.81209,1,0
1686855637080,1.81162,1,0
1686855637080,1.81359,1,1
1686855637080,1.81146,1,0
1686855637080,1.81217,1,0
1686855637080,1.8128,1,1
1686855637080,1.81178,1,1
1686855637080,1.81091,1,0
1686855637080,1.81035,1,0
1686855637080,1.81193,1,0
1686855637080,1.81107,1,0
1686855637080,1.81146,1,0
1686855637080,1.81186,1,0
1686855637080,1.81249,1,1
1686855637080,1.81091,1,0
1686855637080,1.81114,1,0
1686855637080,1.8113,1,0
1686855637080,1.81146,1,0
1686855637080,1.81217,1,0
1686855637080,1.81209,1,0
1686855637080,1.8132,1,1
1686855637080,1.81091,1,0
1686855637080,1.81099,1,0
1686855637080,1.81343,1,1
1686855637080,1.8113,1,0
1686855637080,1.81099,1,0
1686855637080,1.81209,1,0
1686855637080,1.81217,1,0
1686855637080,1.81201,1,0
1686855637080,1.81114,1,0
1686855637080,1.81075,1,0
1686855637080,1.81083,1,0
1686855637080,1.81209,1,0
1686855637080,1.81028,1,0
1686855637080,1.81217,1,0
1686855637080,1.8113,1,0
1686855637080,1.81059,1,0
1686855637080,1.81107,1,0
1686855637080,1.81091,1,0
1686855637080,1.81225,1,0
1686855637080,1.8117,1,0
1686855637080,1.81209,1,0
1686855637080,1.81067,1,0
1686855637080,1.81114,1,0
1686855637080,1.81051,1,0
1686855637080,1.81225,1,0
1686855637080,1.81186,1,0
1686855637080,1.81186,1,0
1686855637080,1.81114,1,0
1686855637080,1.81154,1,0
1686855637080,1.81162,1,0
1686855637080,1.81028,1,0
1686855637080,1.81122,1,0
1686855637080,1.80925,1,0
1686855637080,1.81201,1,0
1686855637080,1.81162,1,0
1686855637080,1.81209,1,0
1686855637080,1.8117,1,0
1686855637080,1.81178,1,0
1686855637080,1.81075,1,0
1686855637080,1.81051,1,0
1686855637080,1.81043,1,0
1686855637080,1.81162,1,0
1686855637080,1.81209,1,0
1686855637080,1.81146,1,0
1686855637080,1.81178,1,0
1686855637080,1.81051,1,0
1686855637080,1.81122,1,0
1686855637080,1.81059,1,0
1686855637080,1.81075,1,0
1686855637080,1.81059,1,0
1686855637080,1.81122,1,0
1686855637080,1.81193,1,0
1686855637080,1.81162,1,0
1686855637080,1.81178,1,0
1686855637080,1.81193,1,0
1686855637080,1.81059,1,0
1686855637080,1.81193,1,0
1686855637080,1.80996,1,0
1686855637080,1.8113,1,0
1686855637080,1.81099,1,0
1686855637080,1.81186,1,0
1686855637080,1.81067,1,0
1686855637080,1.81083,1,0
1686855637080,1.81178,1,0
1686855637080,1.81075,1,0
1686855637080,1.81178,1,0
1686855637080,1.81012,1,0
1686855637080,1.81162,1,0
1686855637080,1.81067,1,0
1686855637080,1.81075,1,0
1686855637080,1.81067,1,0
1686855637080,1.81099,1,0
1686855637080,1.81186,1,0
1686855637080,1.8117,1,0
1686855637080,1.8113,1,0
1686855637080,1.81004,1,0
1686855637080,1.81114,1,0
1686855637080,1.80909,1,0
1686855637080,1.81201,1,0
1686855637080,1.81201,1,0
1686855637080,1.81193,1,0
1686855637080,1.81193,1,0
1686855637080,1.81067,1,0
1686855637080,1.81193,1,0
1686855637080,1.81028,1,0
1686855637080,1.81075,1,0
1686855637080,1.81178,1,0
1686855637080,1.81186,1,0
1686855637080,1.81178,1,0
1686855637080,1.81059,1,0
1686855637080,1.81067,1,0
1686855637080,1.81162,1,0
1686855637080,1.81146,1,0
1686855637080,1.81091,1,0
1686855637080,1.8113,1,0
1686855637080,1.80996,1,0
1686855637080,1.81209,1,0
1686855637080,1.8117,1,0
1686855637080,1.81083,1,0
1686855637080,1.81186,1,0
1686855637080,1.81091,1,0
1686855637080,1.81154,1,0
1686855637080,1.81083,1,0
1686855637080,1.81201,1,0
1686855637080,1.8098,1,0
1686855637080,1.81201,1,0
1686855637080,1.81146,1,0
1686855637080,1.81233,1,0
1686855637080,1.81193,1,0
1686855637080,1.81146,1,0
1686855637080,1.81193,1,0
1686855637080,1.81099,1,0
1686855637080,1.8113,1,0
1686855637080,1.81075,1,0
1686855637080,1.81201,1,0
1686855637080,1.81209,1,0
1686855637080,1.81209,1,0
1686855637080,1.81233,1,0
1686855637080,1.81107,1,0
1686855637080,1.81209,1,0
1686855637080,1.81099,1,0
1686855637080,1.81075,1,0
1686855637080,1.80909,1,0
1686855637080,1.8117,1,0
1686855637080,1.81193,1,0
1686855637080,1.81162,1,0
1686855637080,1.81162,1,0
1686855637080,1.8117,1,0
1686855637080,1.81178,1,0
1686855637080,1.81043,1,0
1686855637080,1.81083,1,0
1686855637080,1.80988,1,0
1686855637080,1.81051,1,0
1686855637080,1.81186,1,0
1686855637080,1.81178,1,0
1686855637080,1.81193,1,0
1686855637080,1.8113,1,0
1686855637080,1.81193,1,0
1686855637080,1.81012,1,0
1686855637080,1.8117,1,0
1686855637080,1.81178,1,0
1686855637080,1.81201,1,0
1686855637080,1.81186,1,0
1686855637080,1.81146,1,0
1686855637080,1.81209,1,0
1686855637080,1.8113,1,0
1686855637080,1.8113,1,0
1686855637080,1.81114,1,0
1686855637080,1.81209,1,0
1686855637080,1.81146,1,0
1686855637080,1.81186,1,0
1686855637080,1.81209,1,0
1686855637080,1.81193,1,0
1686855637080,1.81154,1,0
1686855637080,1.81114,1,0
1686855637080,1.81091,1,0
1686855637080,1.8102,1,0
1686855637080,1.81201,1,0
1686855637080,1.80933,1,0
1686855637080,1.81107,1,0
1686855637080,1.81193,1,0
1686855637080,1.8113,1,0
1686855637080,1.81201,1,0
1686855637080,1.81122,1,0
1686855637080,1.81201,1,0
1686855637080,1.81028,1,0
1686855637080,1.81154,1,0
1686855637080,1.81193,1,0
1686855637080,1.81217,1,0
1686855637080,1.81114,1,0
1686855637080,1.81114,1,0
1686855637080,1.81122,1,0
1686855637080,1.81091,1,0
1686855637080,1.81146,1,0
1686855637080,1.81114,1,0
1686855637080,1.81225,1,0
1686855637080,1.81067,1,0
1686855637080,1.81225,1,0
1686855637080,1.81201,1,0
1686855637080,1.81107,1,0
1686855637080,1.81122,1,0
1686855637080,1.81209,1,0
1686855637080,1.81186,1,0
1686855637080,1.81114,1,0
1686855637080,1.81178,1,0
1686855637080,1.81241,1,0
1686855637080,1.81162,1,0
1686855637080,1.81241,1,0
1686855637080,1.81154,1,0
1686855637080,1.81209,1,0
1686855637080,1.81075,1,0
1686855637080,1.81193,1,0
1686855637080,1.81107,1,0
1686855637080,1.81162,1,0
1686855637080,1.81193,1,0
1686855637080,1.81233,1,0
1686855637080,1.8128,1,0
1686855637080,1.81178,1,0
1686855637080,1.81249,1,0
1686855637080,1.81122,1,0
1686855637080,1.81178,1,0
1686855637080,1.81099,1,0
1686855637080,1.81146,1,0
1686855637080,1.81091,1,0
1686855637080,1.81241,1,0
1686855637080,1.81241,1,0
1686855637080,1.81233,1,0
1686855637080,1.81249,1,0
1686855637080,1.81138,1,0
1686855637080,1.81122,1,0
1686855637080,1.81099,0,0
1686855637080,1.8113,0,0
1686855637080,1.8102,1,0
1686855637080,1.81099,1,0
1686855637080,1.81114,1,0
1686855637080,1.81217,1,0
1686855637080,1.81217,1,0
1686855637080,1.81201,1,0
1686855637080,1.81146,1,0
1686855637080,1.81043,0,0
1686855637080,1.81146,1,0
1686855637080,1.81035,1,0
1686855637080,1.8113,1,0
1686855637080,1.81225,1,0
1686855637080,1.81107,1,0
1686855637080,1.81193,0,0
1686855637080,1.81146,0,0
1686855637080,1.81122,1,0
1686855637080,1.81114,1,0
1686855637080,1.81201,1,0
1686855637080,1.80949,1,0
1686855637080,1.81162,1,0
1686855637080,1.81114,1,0
1686855637080,1.81154,1,0
1686855637080,1.81201,1,0
1686855637080,1.81091,1,0
1686855637080,2.17435,1,0
1686855637080,2.67506,1,0
1686855637080,3.13991,1,0
1686855637080,3.54751,1,0
1686855637080,3.93591,1,0
1686855637080,4.27622,1,0
1686855637080,4.60673,1,0
1686855637080,4.91205,1,0
1686855637080,0.269931,1,0
1686855637080,0.545241,1,0
1686855637080,0.813917,1,0
1686855637080,1.07161,1,0
1686855637080,1.31178,1,0
1686855637080,1.52652,1,0
1686855637080,1.72427,1,0
1686855637080,1.88901,1,0
1686855637080,2.02809,1,0
1686855637080,2.14971,1,0
1686855637080,2.24512,1,0
1686855637080,2.31177,1,0
1686855637080,2.35245,1,0
1686855637080,2.35805,1,0
1686855637080,2.35221,1,0
1686855637080,2.35213,1,0
1686855637080,2.35213,1,0
1686855637080,2.35221,1,0
1686855637080,2.35284,1,0
1686855637080,2.35245,1,0
1686855637080,2.35142,1,0
